"tahun","bulan","kota_administrasi","kecamatan","penderita_dbd","meninggal","periode_data"
"2020","10","Jakarta Barat","Palmerah","0","0","202010"
"2020","11","Jakarta Barat","Palmerah","1","0","202011"
"2020","12","Jakarta Barat","Palmerah","4","0","202012"
"2020","01","Jakarta Barat","Taman Sari","0","0","202001"
"2020","02","Jakarta Barat","Taman Sari","11","0","202002"
"2020","03","Jakarta Barat","Taman Sari","18","0","202003"
"2020","04","Jakarta Barat","Taman Sari","24","0","202004"
"2020","05","Jakarta Barat","Taman Sari","10","0","202005"
"2020","06","Jakarta Barat","Taman Sari","8","0","202006"
"2020","07","Jakarta Barat","Taman Sari","1","0","202007"
"2020","08","Jakarta Barat","Taman Sari","1","0","202008"
"2020","09","Jakarta Barat","Taman Sari","0","0","202009"
"2020","10","Jakarta Barat","Taman Sari","0","0","202010"
"2020","11","Jakarta Barat","Taman Sari","0","0","202011"
"2020","12","Jakarta Barat","Taman Sari","0","0","202012"
"2020","01","Jakarta Barat","Tambora","2","0","202001"
"2020","02","Jakarta Barat","Tambora","18","0","202002"
"2020","03","Jakarta Barat","Tambora","26","0","202003"
"2020","04","Jakarta Barat","Tambora","16","0","202004"
"2020","05","Jakarta Barat","Tambora","10","0","202005"
"2020","06","Jakarta Barat","Tambora","1","0","202006"
"2020","07","Jakarta Barat","Tambora","0","0","202007"
"2020","08","Jakarta Barat","Tambora","0","0","202008"
"2020","09","Jakarta Barat","Tambora","1","0","202009"
"2020","10","Jakarta Barat","Tambora","1","0","202010"
"2020","11","Jakarta Barat","Tambora","0","0","202011"
"2020","12","Jakarta Barat","Tambora","0","0","202012"
"2020","01","Jakarta Selatan","Cilandak","2","0","202001"
"2020","02","Jakarta Selatan","Cilandak","13","0","202002"
"2020","03","Jakarta Selatan","Cilandak","16","0","202003"
"2020","04","Jakarta Selatan","Cilandak","10","0","202004"
"2020","05","Jakarta Selatan","Cilandak","3","0","202005"
"2020","06","Jakarta Selatan","Cilandak","6","0","202006"
"2020","07","Jakarta Selatan","Cilandak","3","0","202007"
"2020","08","Jakarta Selatan","Cilandak","2","0","202008"
"2020","09","Jakarta Selatan","Cilandak","1","0","202009"
"2020","10","Jakarta Selatan","Cilandak","2","0","202010"
"2020","11","Jakarta Selatan","Cilandak","0","0","202011"
"2020","12","Jakarta Selatan","Cilandak","0","0","202012"
"2020","01","Jakarta Selatan","Jagakarsa","4","0","202001"
"2020","02","Jakarta Selatan","Jagakarsa","15","0","202002"
"2020","03","Jakarta Selatan","Jagakarsa","25","0","202003"
"2020","04","Jakarta Selatan","Jagakarsa","8","0","202004"
"2020","05","Jakarta Selatan","Jagakarsa","7","0","202005"
"2020","06","Jakarta Selatan","Jagakarsa","13","0","202006"
"2020","07","Jakarta Selatan","Jagakarsa","6","0","202007"
"2020","08","Jakarta Selatan","Jagakarsa","1","0","202008"
"2020","09","Jakarta Selatan","Jagakarsa","0","0","202009"
"2020","10","Jakarta Selatan","Jagakarsa","1","0","202010"
"2020","11","Jakarta Selatan","Jagakarsa","1","0","202011"
"2020","12","Jakarta Selatan","Jagakarsa","3","0","202012"
"2020","01","Jakarta Selatan","Kebayoran Baru","13","0","202001"
"2020","02","Jakarta Selatan","Kebayoran Baru","29","0","202002"
"2020","03","Jakarta Selatan","Kebayoran Baru","29","0","202003"
"2020","04","Jakarta Selatan","Kebayoran Baru","18","0","202004"
"2020","05","Jakarta Selatan","Kebayoran Baru","10","0","202005"
"2020","01","Jakarta Pusat","Cempaka Putih","1","0","202001"
"2020","02","Jakarta Pusat","Cempaka Putih","4","0","202002"
"2020","03","Jakarta Pusat","Cempaka Putih","15","0","202003"
"2020","04","Jakarta Pusat","Cempaka Putih","18","0","202004"
"2020","05","Jakarta Pusat","Cempaka Putih","8","0","202005"
"2020","06","Jakarta Pusat","Cempaka Putih","3","0","202006"
"2020","07","Jakarta Pusat","Cempaka Putih","0","0","202007"
"2020","08","Jakarta Pusat","Cempaka Putih","0","0","202008"
"2020","09","Jakarta Pusat","Cempaka Putih","0","0","202009"
"2020","10","Jakarta Pusat","Cempaka Putih","0","0","202010"
"2020","11","Jakarta Pusat","Cempaka Putih","2","0","202011"
"2020","12","Jakarta Pusat","Cempaka Putih","0","0","202012"
"2020","01","Jakarta Pusat","Gambir","0","0","202001"
"2020","02","Jakarta Pusat","Gambir","7","0","202002"
"2020","03","Jakarta Pusat","Gambir","4","0","202003"
"2020","04","Jakarta Pusat","Gambir","5","0","202004"
"2020","05","Jakarta Pusat","Gambir","3","0","202005"
"2020","06","Jakarta Pusat","Gambir","0","0","202006"
"2020","07","Jakarta Pusat","Gambir","0","0","202007"
"2020","08","Jakarta Pusat","Gambir","0","0","202008"
"2020","09","Jakarta Pusat","Gambir","0","0","202009"
"2020","10","Jakarta Pusat","Gambir","0","0","202010"
"2020","11","Jakarta Pusat","Gambir","0","0","202011"
"2020","12","Jakarta Pusat","Gambir","0","0","202012"
"2020","01","Jakarta Pusat","Johar Baru","2","0","202001"
"2020","02","Jakarta Pusat","Johar Baru","4","0","202002"
"2020","03","Jakarta Pusat","Johar Baru","13","0","202003"
"2020","04","Jakarta Pusat","Johar Baru","11","0","202004"
"2020","05","Jakarta Pusat","Johar Baru","5","0","202005"
"2020","06","Jakarta Pusat","Johar Baru","2","0","202006"
"2020","07","Jakarta Pusat","Johar Baru","2","0","202007"
"2020","08","Jakarta Pusat","Johar Baru","0","0","202008"
"2020","09","Jakarta Pusat","Johar Baru","0","0","202009"
"2020","10","Jakarta Pusat","Johar Baru","0","0","202010"
"2020","11","Jakarta Pusat","Johar Baru","0","0","202011"
"2020","12","Jakarta Pusat","Johar Baru","0","0","202012"
"2020","01","Jakarta Pusat","Kemayoran","8","0","202001"
"2020","02","Jakarta Pusat","Kemayoran","5","0","202002"
"2020","03","Jakarta Pusat","Kemayoran","16","0","202003"
"2020","04","Jakarta Pusat","Kemayoran","29","0","202004"
"2020","05","Jakarta Pusat","Kemayoran","27","0","202005"
"2020","06","Jakarta Pusat","Kemayoran","5","0","202006"
"2020","07","Jakarta Pusat","Kemayoran","1","0","202007"
"2020","08","Jakarta Pusat","Kemayoran","0","0","202008"
"2020","09","Jakarta Pusat","Kemayoran","0","0","202009"
"2020","10","Jakarta Pusat","Kemayoran","0","0","202010"
"2020","11","Jakarta Pusat","Kemayoran","1","0","202011"
"2020","12","Jakarta Pusat","Kemayoran","0","0","202012"
"2020","01","Jakarta Pusat","Menteng","2","0","202001"
"2020","02","Jakarta Pusat","Menteng","6","0","202002"
"2020","03","Jakarta Pusat","Menteng","19","0","202003"
"2020","04","Jakarta Pusat","Menteng","7","0","202004"
"2020","05","Jakarta Pusat","Menteng","3","0","202005"
"2020","06","Jakarta Pusat","Menteng","0","0","202006"
"2020","07","Jakarta Pusat","Menteng","0","0","202007"
"2020","08","Jakarta Pusat","Menteng","0","0","202008"
"2020","09","Jakarta Pusat","Menteng","0","0","202009"
"2020","10","Jakarta Pusat","Menteng","0","0","202010"
"2020","11","Jakarta Pusat","Menteng","1","0","202011"
"2020","12","Jakarta Pusat","Menteng","0","0","202012"
"2020","01","Jakarta Pusat","Sawah Besar","3","0","202001"
"2020","02","Jakarta Pusat","Sawah Besar","5","0","202002"
"2020","03","Jakarta Pusat","Sawah Besar","17","0","202003"
"2020","04","Jakarta Pusat","Sawah Besar","10","0","202004"
"2020","05","Jakarta Pusat","Sawah Besar","6","0","202005"
"2020","06","Jakarta Pusat","Sawah Besar","1","0","202006"
"2020","07","Jakarta Pusat","Sawah Besar","0","0","202007"
"2020","08","Jakarta Pusat","Sawah Besar","1","0","202008"
"2020","09","Jakarta Pusat","Sawah Besar","0","0","202009"
"2020","10","Jakarta Pusat","Sawah Besar","0","0","202010"
"2020","11","Jakarta Pusat","Sawah Besar","0","0","202011"
"2020","12","Jakarta Pusat","Sawah Besar","0","0","202012"
"2020","01","Jakarta Pusat","Senen","1","0","202001"
"2020","02","Jakarta Pusat","Senen","3","0","202002"
"2020","03","Jakarta Pusat","Senen","17","0","202003"
"2020","04","Jakarta Pusat","Senen","11","0","202004"
"2020","05","Jakarta Pusat","Senen","5","0","202005"
"2020","06","Jakarta Pusat","Senen","1","0","202006"
"2020","07","Jakarta Pusat","Senen","1","0","202007"
"2020","08","Jakarta Pusat","Senen","0","0","202008"
"2020","09","Jakarta Pusat","Senen","0","0","202009"
"2020","10","Jakarta Pusat","Senen","0","0","202010"
"2020","11","Jakarta Pusat","Senen","0","0","202011"
"2020","12","Jakarta Pusat","Senen","1","0","202012"
"2020","01","Jakarta Pusat","Tanah Abang","1","0","202001"
"2020","02","Jakarta Pusat","Tanah Abang","7","0","202002"
"2020","03","Jakarta Pusat","Tanah Abang","21","0","202003"
"2020","04","Jakarta Pusat","Tanah Abang","9","0","202004"
"2020","05","Jakarta Pusat","Tanah Abang","5","0","202005"
"2020","06","Jakarta Pusat","Tanah Abang","0","0","202006"
"2020","07","Jakarta Pusat","Tanah Abang","1","0","202007"
"2020","08","Jakarta Pusat","Tanah Abang","1","0","202008"
"2020","09","Jakarta Pusat","Tanah Abang","0","0","202009"
"2020","10","Jakarta Pusat","Tanah Abang","0","0","202010"
"2020","11","Jakarta Pusat","Tanah Abang","0","0","202011"
"2020","12","Jakarta Pusat","Tanah Abang","0","0","202012"
"2020","01","Jakarta Utara","Cilincing","4","0","202001"
"2020","02","Jakarta Utara","Cilincing","0","0","202002"
"2020","03","Jakarta Utara","Cilincing","12","0","202003"
"2020","04","Jakarta Utara","Cilincing","16","0","202004"
"2020","05","Jakarta Utara","Cilincing","13","0","202005"
"2020","06","Jakarta Utara","Cilincing","5","0","202006"
"2020","07","Jakarta Utara","Cilincing","7","0","202007"
"2020","08","Jakarta Utara","Cilincing","1","0","202008"
"2020","09","Jakarta Utara","Cilincing","1","0","202009"
"2020","10","Jakarta Utara","Cilincing","1","0","202010"
"2020","11","Jakarta Utara","Cilincing","1","0","202011"
"2020","12","Jakarta Utara","Cilincing","0","0","202012"
"2020","01","Jakarta Utara","Kelapa Gading","9","0","202001"
"2020","02","Jakarta Utara","Kelapa Gading","21","0","202002"
"2020","03","Jakarta Utara","Kelapa Gading","28","0","202003"
"2020","04","Jakarta Utara","Kelapa Gading","24","0","202004"
"2020","05","Jakarta Utara","Kelapa Gading","22","0","202005"
"2020","06","Jakarta Utara","Kelapa Gading","12","0","202006"
"2020","07","Jakarta Utara","Kelapa Gading","2","0","202007"
"2020","08","Jakarta Utara","Kelapa Gading","0","0","202008"
"2020","09","Jakarta Utara","Kelapa Gading","0","0","202009"
"2020","10","Jakarta Utara","Kelapa Gading","0","0","202010"
"2020","11","Jakarta Utara","Kelapa Gading","0","0","202011"
"2020","12","Jakarta Utara","Kelapa Gading","0","0","202012"
"2020","01","Jakarta Utara","Koja","15","0","202001"
"2020","02","Jakarta Utara","Koja","12","0","202002"
"2020","03","Jakarta Utara","Koja","19","0","202003"
"2020","04","Jakarta Utara","Koja","26","0","202004"
"2020","05","Jakarta Utara","Koja","21","0","202005"
"2020","06","Jakarta Utara","Koja","10","0","202006"
"2020","07","Jakarta Utara","Koja","5","0","202007"
"2020","08","Jakarta Utara","Koja","4","0","202008"
"2020","09","Jakarta Utara","Koja","1","0","202009"
"2020","10","Jakarta Utara","Koja","0","0","202010"
"2020","11","Jakarta Utara","Koja","1","0","202011"
"2020","12","Jakarta Utara","Koja","0","0","202012"
"2020","01","Jakarta Utara","Pademangan","5","0","202001"
"2020","02","Jakarta Utara","Pademangan","3","0","202002"
"2020","03","Jakarta Utara","Pademangan","15","0","202003"
"2020","04","Jakarta Utara","Pademangan","14","0","202004"
"2020","05","Jakarta Utara","Pademangan","2","0","202005"
"2020","06","Jakarta Utara","Pademangan","2","0","202006"
"2020","07","Jakarta Utara","Pademangan","1","0","202007"
"2020","08","Jakarta Utara","Pademangan","2","0","202008"
"2020","09","Jakarta Utara","Pademangan","1","0","202009"
"2020","10","Jakarta Utara","Pademangan","0","0","202010"
"2020","11","Jakarta Utara","Pademangan","0","0","202011"
"2020","12","Jakarta Utara","Pademangan","0","0","202012"
"2020","01","Jakarta Utara","Penjaringan","1","0","202001"
"2020","02","Jakarta Utara","Penjaringan","8","0","202002"
"2020","03","Jakarta Utara","Penjaringan","24","0","202003"
"2020","04","Jakarta Utara","Penjaringan","9","0","202004"
"2020","05","Jakarta Utara","Penjaringan","4","0","202005"
"2020","06","Jakarta Utara","Penjaringan","1","0","202006"
"2020","07","Jakarta Utara","Penjaringan","3","0","202007"
"2020","08","Jakarta Utara","Penjaringan","0","0","202008"
"2020","09","Jakarta Utara","Penjaringan","0","0","202009"
"2020","10","Jakarta Utara","Penjaringan","0","0","202010"
"2020","11","Jakarta Utara","Penjaringan","0","0","202011"
"2020","12","Jakarta Utara","Penjaringan","2","0","202012"
"2020","01","Jakarta Utara","Tanjung Priok","9","0","202001"
"2020","02","Jakarta Utara","Tanjung Priok","18","0","202002"
"2020","03","Jakarta Utara","Tanjung Priok","32","0","202003"
"2020","04","Jakarta Utara","Tanjung Priok","53","0","202004"
"2020","05","Jakarta Utara","Tanjung Priok","18","0","202005"
"2020","06","Jakarta Utara","Tanjung Priok","8","0","202006"
"2020","07","Jakarta Utara","Tanjung Priok","5","0","202007"
"2020","08","Jakarta Utara","Tanjung Priok","2","0","202008"
"2020","09","Jakarta Utara","Tanjung Priok","1","0","202009"
"2020","10","Jakarta Utara","Tanjung Priok","2","0","202010"
"2020","11","Jakarta Utara","Tanjung Priok","2","0","202011"
"2020","12","Jakarta Utara","Tanjung Priok","2","0","202012"
"2020","01","Jakarta Barat","Cengkareng","15","0","202001"
"2020","02","Jakarta Barat","Cengkareng","28","0","202002"
"2020","03","Jakarta Barat","Cengkareng","59","0","202003"
"2020","04","Jakarta Barat","Cengkareng","48","0","202004"
"2020","05","Jakarta Barat","Cengkareng","48","0","202005"
"2020","06","Jakarta Barat","Cengkareng","23","0","202006"
"2020","07","Jakarta Barat","Cengkareng","6","0","202007"
"2020","08","Jakarta Barat","Cengkareng","6","0","202008"
"2020","09","Jakarta Barat","Cengkareng","10","0","202009"
"2020","10","Jakarta Barat","Cengkareng","4","0","202010"
"2020","11","Jakarta Barat","Cengkareng","2","0","202011"
"2020","12","Jakarta Barat","Cengkareng","2","0","202012"
"2020","01","Jakarta Barat","Grogol Petamburan","8","0","202001"
"2020","02","Jakarta Barat","Grogol Petamburan","17","0","202002"
"2020","03","Jakarta Barat","Grogol Petamburan","36","0","202003"
"2020","04","Jakarta Barat","Grogol Petamburan","27","0","202004"
"2020","05","Jakarta Barat","Grogol Petamburan","10","0","202005"
"2020","06","Jakarta Barat","Grogol Petamburan","6","0","202006"
"2020","07","Jakarta Barat","Grogol Petamburan","0","0","202007"
"2020","08","Jakarta Barat","Grogol Petamburan","0","0","202008"
"2020","09","Jakarta Barat","Grogol Petamburan","0","0","202009"
"2020","10","Jakarta Barat","Grogol Petamburan","0","0","202010"
"2020","11","Jakarta Barat","Grogol Petamburan","4","0","202011"
"2020","12","Jakarta Barat","Grogol Petamburan","0","0","202012"
"2020","01","Jakarta Barat","Kalideres","22","0","202001"
"2020","02","Jakarta Barat","Kalideres","38","0","202002"
"2020","03","Jakarta Barat","Kalideres","105","0","202003"
"2020","04","Jakarta Barat","Kalideres","79","0","202004"
"2020","05","Jakarta Barat","Kalideres","63","0","202005"
"2020","06","Jakarta Barat","Kalideres","22","0","202006"
"2020","07","Jakarta Barat","Kalideres","10","0","202007"
"2020","08","Jakarta Barat","Kalideres","15","0","202008"
"2020","09","Jakarta Barat","Kalideres","8","0","202009"
"2020","10","Jakarta Barat","Kalideres","6","0","202010"
"2020","11","Jakarta Barat","Kalideres","11","0","202011"
"2020","12","Jakarta Barat","Kalideres","5","0","202012"
"2020","01","Jakarta Barat","Kebon Jeruk","7","0","202001"
"2020","02","Jakarta Barat","Kebon Jeruk","12","0","202002"
"2020","03","Jakarta Barat","Kebon Jeruk","21","0","202003"
"2020","04","Jakarta Barat","Kebon Jeruk","17","0","202004"
"2020","05","Jakarta Barat","Kebon Jeruk","10","0","202005"
"2020","06","Jakarta Barat","Kebon Jeruk","4","0","202006"
"2020","07","Jakarta Barat","Kebon Jeruk","3","0","202007"
"2020","08","Jakarta Barat","Kebon Jeruk","1","0","202008"
"2020","09","Jakarta Barat","Kebon Jeruk","0","0","202009"
"2020","10","Jakarta Barat","Kebon Jeruk","0","0","202010"
"2020","11","Jakarta Barat","Kebon Jeruk","2","0","202011"
"2020","12","Jakarta Barat","Kebon Jeruk","0","0","202012"
"2020","01","Jakarta Barat","Kembangan","7","0","202001"
"2020","02","Jakarta Barat","Kembangan","29","0","202002"
"2020","03","Jakarta Barat","Kembangan","60","0","202003"
"2020","04","Jakarta Barat","Kembangan","47","0","202004"
"2020","05","Jakarta Barat","Kembangan","36","0","202005"
"2020","06","Jakarta Barat","Kembangan","17","0","202006"
"2020","07","Jakarta Barat","Kembangan","2","0","202007"
"2020","08","Jakarta Barat","Kembangan","0","0","202008"
"2020","09","Jakarta Barat","Kembangan","0","0","202009"
"2020","10","Jakarta Barat","Kembangan","0","0","202010"
"2020","11","Jakarta Barat","Kembangan","3","0","202011"
"2018","01","Jakarta Barat","Palmerah","6","0","201801"
"2018","02","Jakarta Barat","Palmerah","5","0","201802"
"2018","03","Jakarta Barat","Palmerah","5","0","201803"
"2018","04","Jakarta Barat","Palmerah","8","0","201804"
"2018","05","Jakarta Barat","Palmerah","17","0","201805"
"2018","06","Jakarta Barat","Palmerah","9","0","201806"
"2018","07","Jakarta Barat","Palmerah","4","0","201807"
"2018","08","Jakarta Barat","Palmerah","6","0","201808"
"2018","09","Jakarta Barat","Palmerah","2","0","201809"
"2018","10","Jakarta Barat","Palmerah","1","0","201810"
"2018","11","Jakarta Barat","Palmerah","0","0","201811"
"2018","12","Jakarta Barat","Palmerah","3","0","201812"
"2018","01","Jakarta Barat","Taman Sari","1","0","201801"
"2018","02","Jakarta Barat","Taman Sari","0","0","201802"
"2018","03","Jakarta Barat","Taman Sari","2","0","201803"
"2018","04","Jakarta Barat","Taman Sari","5","0","201804"
"2018","05","Jakarta Barat","Taman Sari","2","0","201805"
"2018","06","Jakarta Barat","Taman Sari","3","0","201806"
"2018","07","Jakarta Barat","Taman Sari","0","0","201807"
"2018","08","Jakarta Barat","Taman Sari","2","0","201808"
"2018","09","Jakarta Barat","Taman Sari","2","0","201809"
"2018","10","Jakarta Barat","Taman Sari","0","0","201810"
"2018","11","Jakarta Barat","Taman Sari","0","0","201811"
"2018","12","Jakarta Barat","Taman Sari","2","0","201812"
"2018","01","Jakarta Barat","Tambora","0","0","201801"
"2018","02","Jakarta Barat","Tambora","2","0","201802"
"2018","03","Jakarta Barat","Tambora","5","0","201803"
"2018","04","Jakarta Barat","Tambora","14","0","201804"
"2018","05","Jakarta Barat","Tambora","11","0","201805"
"2018","06","Jakarta Barat","Tambora","3","0","201806"
"2018","07","Jakarta Barat","Tambora","7","0","201807"
"2018","08","Jakarta Barat","Tambora","2","0","201808"
"2018","09","Jakarta Barat","Tambora","2","0","201809"
"2018","10","Jakarta Barat","Tambora","5","0","201810"
"2018","11","Jakarta Barat","Tambora","2","0","201811"
"2018","12","Jakarta Barat","Tambora","2","0","201812"
"2018","01","Jakarta Selatan","Cilandak","1","0","201801"
"2018","02","Jakarta Selatan","Cilandak","2","0","201802"
"2018","03","Jakarta Selatan","Cilandak","1","0","201803"
"2018","04","Jakarta Selatan","Cilandak","1","0","201804"
"2018","05","Jakarta Selatan","Cilandak","9","0","201805"
"2018","06","Jakarta Selatan","Cilandak","1","0","201806"
"2018","07","Jakarta Selatan","Cilandak","4","0","201807"
"2018","08","Jakarta Selatan","Cilandak","3","0","201808"
"2018","09","Jakarta Selatan","Cilandak","0","0","201809"
"2018","10","Jakarta Selatan","Cilandak","1","0","201810"
"2018","11","Jakarta Selatan","Cilandak","1","0","201811"
"2018","12","Jakarta Selatan","Cilandak","4","0","201812"
"2018","01","Jakarta Selatan","Jagakarsa","12","0","201801"
"2018","02","Jakarta Selatan","Jagakarsa","10","0","201802"
"2018","03","Jakarta Selatan","Jagakarsa","4","0","201803"
"2018","04","Jakarta Selatan","Jagakarsa","15","0","201804"
"2018","05","Jakarta Selatan","Jagakarsa","12","0","201805"
"2018","06","Jakarta Selatan","Jagakarsa","10","0","201806"
"2018","07","Jakarta Selatan","Jagakarsa","10","0","201807"
"2018","08","Jakarta Selatan","Jagakarsa","6","0","201808"
"2018","09","Jakarta Selatan","Jagakarsa","7","0","201809"
"2018","10","Jakarta Selatan","Jagakarsa","3","0","201810"
"2018","11","Jakarta Selatan","Jagakarsa","2","0","201811"
"2018","12","Jakarta Selatan","Jagakarsa","10","0","201812"
"2018","01","Jakarta Selatan","Kebayoran Baru","0","0","201801"
"2018","02","Jakarta Selatan","Kebayoran Baru","2","0","201802"
"2018","03","Jakarta Selatan","Kebayoran Baru","5","0","201803"
"2018","04","Jakarta Selatan","Kebayoran Baru","9","0","201804"
"2018","05","Jakarta Selatan","Kebayoran Baru","12","0","201805"
"2018","06","Jakarta Selatan","Kebayoran Baru","7","0","201806"
"2018","07","Jakarta Selatan","Kebayoran Baru","1","0","201807"
"2018","08","Jakarta Selatan","Kebayoran Baru","2","0","201808"
"2018","09","Jakarta Selatan","Kebayoran Baru","3","0","201809"
"2018","10","Jakarta Selatan","Kebayoran Baru","6","0","201810"
"2018","11","Jakarta Selatan","Kebayoran Baru","3","0","201811"
"2018","12","Jakarta Selatan","Kebayoran Baru","8","0","201812"
"2018","01","Jakarta Selatan","Kebayoran Lama","1","0","201801"
"2018","02","Jakarta Selatan","Kebayoran Lama","4","0","201802"
"2018","03","Jakarta Selatan","Kebayoran Lama","9","0","201803"
"2018","04","Jakarta Selatan","Kebayoran Lama","4","0","201804"
"2018","05","Jakarta Selatan","Kebayoran Lama","16","1","201805"
"2018","06","Jakarta Selatan","Kebayoran Lama","8","0","201806"
"2018","07","Jakarta Selatan","Kebayoran Lama","8","0","201807"
"2018","08","Jakarta Selatan","Kebayoran Lama","9","0","201808"
"2018","09","Jakarta Selatan","Kebayoran Lama","4","0","201809"
"2018","10","Jakarta Selatan","Kebayoran Lama","1","0","201810"
"2018","11","Jakarta Selatan","Kebayoran Lama","3","0","201811"
"2018","12","Jakarta Selatan","Kebayoran Lama","6","0","201812"
"2018","01","Jakarta Selatan","Mampang Prapatan","1","0","201801"
"2018","02","Jakarta Selatan","Mampang Prapatan","2","0","201802"
"2018","03","Jakarta Selatan","Mampang Prapatan","6","0","201803"
"2018","04","Jakarta Selatan","Mampang Prapatan","2","0","201804"
"2018","05","Jakarta Selatan","Mampang Prapatan","2","0","201805"
"2018","06","Jakarta Selatan","Mampang Prapatan","3","0","201806"
"2018","07","Jakarta Selatan","Mampang Prapatan","2","0","201807"
"2018","08","Jakarta Selatan","Mampang Prapatan","4","0","201808"
"2018","09","Jakarta Selatan","Mampang Prapatan","1","0","201809"
"2018","10","Jakarta Selatan","Mampang Prapatan","2","0","201810"
"2018","11","Jakarta Selatan","Mampang Prapatan","0","0","201811"
"2018","12","Jakarta Selatan","Mampang Prapatan","1","0","201812"
"2018","01","Jakarta Selatan","Pancoran","2","0","201801"
"2018","02","Jakarta Selatan","Pancoran","5","0","201802"
"2018","03","Jakarta Selatan","Pancoran","7","0","201803"
"2018","04","Jakarta Selatan","Pancoran","7","0","201804"
"2018","05","Jakarta Selatan","Pancoran","11","0","201805"
"2018","06","Jakarta Selatan","Pancoran","8","0","201806"
"2018","07","Jakarta Selatan","Pancoran","5","0","201807"
"2018","08","Jakarta Selatan","Pancoran","3","0","201808"
"2018","09","Jakarta Selatan","Pancoran","1","0","201809"
"2018","10","Jakarta Selatan","Pancoran","0","0","201810"
"2018","11","Jakarta Selatan","Pancoran","0","0","201811"
"2018","12","Jakarta Selatan","Pancoran","1","0","201812"
"2018","01","Jakarta Selatan","Pasar Minggu","14","0","201801"
"2018","02","Jakarta Selatan","Pasar Minggu","9","0","201802"
"2018","03","Jakarta Selatan","Pasar Minggu","13","0","201803"
"2018","04","Jakarta Selatan","Pasar Minggu","14","0","201804"
"2018","05","Jakarta Selatan","Pasar Minggu","20","0","201805"
"2018","06","Jakarta Selatan","Pasar Minggu","17","0","201806"
"2018","07","Jakarta Selatan","Pasar Minggu","14","0","201807"
"2018","08","Jakarta Selatan","Pasar Minggu","11","0","201808"
"2018","09","Jakarta Selatan","Pasar Minggu","6","0","201809"
"2018","10","Jakarta Selatan","Pasar Minggu","7","0","201810"
"2018","11","Jakarta Selatan","Pasar Minggu","7","0","201811"
"2018","12","Jakarta Selatan","Pasar Minggu","3","0","201812"
"2018","01","Jakarta Selatan","Pesanggrahan","4","0","201801"
"2018","02","Jakarta Selatan","Pesanggrahan","6","0","201802"
"2018","03","Jakarta Selatan","Pesanggrahan","3","0","201803"
"2018","04","Jakarta Selatan","Pesanggrahan","11","0","201804"
"2018","05","Jakarta Selatan","Pesanggrahan","15","0","201805"
"2018","06","Jakarta Selatan","Pesanggrahan","6","0","201806"
"2018","07","Jakarta Selatan","Pesanggrahan","7","0","201807"
"2018","08","Jakarta Selatan","Pesanggrahan","3","0","201808"
"2018","09","Jakarta Selatan","Pesanggrahan","2","0","201809"
"2018","10","Jakarta Selatan","Pesanggrahan","0","0","201810"
"2018","11","Jakarta Selatan","Pesanggrahan","7","0","201811"
"2018","12","Jakarta Selatan","Pesanggrahan","8","0","201812"
"2018","01","Jakarta Selatan","Setia Budi","6","0","201801"
"2018","02","Jakarta Selatan","Setia Budi","4","0","201802"
"2018","03","Jakarta Selatan","Setia Budi","3","0","201803"
"2018","04","Jakarta Selatan","Setia Budi","7","0","201804"
"2018","05","Jakarta Selatan","Setia Budi","13","0","201805"
"2018","06","Jakarta Selatan","Setia Budi","2","0","201806"
"2018","07","Jakarta Selatan","Setia Budi","4","0","201807"
"2018","08","Jakarta Selatan","Setia Budi","1","0","201808"
"2018","09","Jakarta Selatan","Setia Budi","3","0","201809"
"2018","10","Jakarta Selatan","Setia Budi","2","0","201810"
"2018","11","Jakarta Selatan","Setia Budi","4","0","201811"
"2018","12","Jakarta Selatan","Setia Budi","3","0","201812"
"2018","01","Jakarta Selatan","Tebet","1","0","201801"
"2018","02","Jakarta Selatan","Tebet","7","0","201802"
"2018","03","Jakarta Selatan","Tebet","9","0","201803"
"2018","04","Jakarta Selatan","Tebet","16","0","201804"
"2018","05","Jakarta Selatan","Tebet","22","0","201805"
"2018","06","Jakarta Selatan","Tebet","7","0","201806"
"2018","07","Jakarta Selatan","Tebet","5","0","201807"
"2018","08","Jakarta Selatan","Tebet","2","0","201808"
"2018","09","Jakarta Selatan","Tebet","3","0","201809"
"2018","10","Jakarta Selatan","Tebet","2","0","201810"
"2018","11","Jakarta Selatan","Tebet","1","0","201811"
"2018","12","Jakarta Selatan","Tebet","3","0","201812"
"2018","01","Jakarta Timur","Cakung","5","0","201801"
"2018","02","Jakarta Timur","Cakung","8","0","201802"
"2018","03","Jakarta Timur","Cakung","11","0","201803"
"2018","04","Jakarta Timur","Cakung","19","0","201804"
"2018","05","Jakarta Timur","Cakung","27","0","201805"
"2018","06","Jakarta Timur","Cakung","15","0","201806"
"2018","07","Jakarta Timur","Cakung","9","0","201807"
"2018","08","Jakarta Timur","Cakung","8","0","201808"
"2018","09","Jakarta Timur","Cakung","0","0","201809"
"2018","10","Jakarta Timur","Cakung","3","0","201810"
"2018","11","Jakarta Timur","Cakung","4","0","201811"
"2018","12","Jakarta Timur","Cakung","7","0","201812"
"2018","01","Jakarta Timur","Cipayung","4","0","201801"
"2018","02","Jakarta Timur","Cipayung","2","0","201802"
"2018","03","Jakarta Timur","Cipayung","4","0","201803"
"2018","04","Jakarta Timur","Cipayung","1","0","201804"
